68.97090377,35.89513132
65.64814248,33.54754707
56.52163204,30.92447103
64.29842045,36.87739494
56.42019053,31.42943781
68.72604841,36.9864437
58.61908952,34.47537796
55.35300786,31.2598541
66.15871208,33.34451614
63.85184139,34.64232372
64.92311036,36.26312355
58.49667351,34.99456636
55.841431,31.23150845
69.87159178,38.23380306
70.28558054,38.71582094
63.66239846,36.43285967
56.71582159,33.77433945
54.8706928,30.15409519
57.08247587,33.96987751
62.93901974,36.7719996
71.37562343,38.87902788
57.57904391,32.10613236
63.1701635,33.20085585
69.80271914,38.27664159
69.3211213,36.54653417
72.57271006,38.10261282
67.09254272,37.69518999
59.7119086,31.65561312
57.10582724,34.93199945
64.79762631,38.14360928
64.01953831,35.93228301
65.68017423,35.28495128
56.72723548,34.21902042
67.9773868,40.99656286
68.21557834,37.91878961
64.87396886,34.94488011
57.07496834,35.34913313
57.29790622,32.66267861
65.3195901,35.20733545
69.23468028,37.7443616
66.38508921,40.06758989
62.98733403,35.23346052
70.47926903,37.95757301
56.27822546,35.17061067
70.17782684,38.95184385
56.18481508,32.25932768
71.80899909,38.02812456
57.89474033,35.10794039
71.69303448,39.29921599
71.96869387,36.99735659
62.4001222,38.46494337
57.30786135,34.6749067
65.44419151,37.43621444
56.80086908,30.88474274
69.89432933,40.39630734
69.14693788,34.55743999
67.72982024,37.18715369
58.36419403,35.05576446
57.6853346,33.66301267
57.56395302,32.49410256
67.23704211,36.92466166
60.45664281,31.7642074
56.97601327,33.00717059
64.23730773,36.01720071
69.16257533,38.10386247
68.67114234,39.18190178
59.26697519,32.68729382
59.29030898,31.79305463
71.90816393,36.28243384
64.12119018,34.54781149
57.27711889,34.8008798
64.86513801,36.13451952
63.63772265,33.89701159
65.98542252,36.98824249
62.4120428,35.77776391
58.12713394,32.89666165
58.85910979,33.72230054
67.34189037,39.17789112
67.32613314,38.664765
57.4401112,31.94521668
56.14889154,35.17797154
61.3678886,34.86779447
56.33659718,33.43508711
63.92193052,36.30577153
57.40537029,33.22051018
66.11960475,36.84741025
59.74267418,35.9489541
66.00916726,35.51287796
56.6855758,34.53733295
66.38962624,38.26394577
70.43408781,37.10833999
70.91407588,39.99791819
71.42580477,38.31439213
58.23734765,30.6421277
63.68369442,33.64687083
56.560272,35.24326483
64.55971615,35.36627
58.35824699,30.83766986
65.21634355,37.77429902
57.02052261,33.11856754
67.11085197,36.33748295
65.012843,33.94680062
69.90127713,38.09493647
69.72842915,36.04761259
71.57550039,39.50743783
56.19573279,33.79140948
65.24628001,31.31015786
66.03788326,34.59700737
60.00673149,33.35551099
71.44997976,37.35867346
67.82592679,39.37297127
69.67851354,38.42022316
56.9365888,32.42288519
57.51415458,32.81308542
70.71008991,39.27504042
53.40694066,32.24522005
59.15435906,34.163157
66.11941804,36.04683545
63.38681519,36.96446891
68.65066025,38.33507781
56.87717635,34.31446014
55.35082247,31.88288549
66.76287398,35.72281147
62.44041774,34.9469052
57.4787216,32.19739291
56.67602005,34.00580237
59.93295106,31.97506653
